,company,city,product,header,review,mark,date,link,full_review,class
910,rosgosstrah,Москва,Обслуживание,"Не возможно дозвониться до специалиста. Постоянно переключают на IVR, который рассказывает о занятости всех линий и об удобстве пользования интернет-сайтом. ","Дозвонился один раз, потратил почти час, считаю что мне еще повезло, т.к. сейчас пытаюсь дозвониться еще раз, пока не хватает терпения. Написал письмо на сайте в разделе обратная связь, прошел уже день - тишина. Видимо письмо попало в черную дыру. Никому не советую связывается с Росгосстрахом.",1.0,19-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170307/?page=504,не возможно дозвониться до специалиста  постоянно переключают на ivr  который рассказывает о занятости всех линий и об удобстве пользования интернет сайтом   дозвонился один раз  потратил почти час  считаю что мне еще повезло  т к  сейчас пытаюсь дозвониться еще раз  пока не хватает терпения  написал письмо на сайте в разделе обратная связь  прошел уже день   тишина  видимо письмо попало в черную дыру  никому не советую связывается с росгосстрахом ,-1.0
911,rosgosstrah,Санкт-Петербург,ОСАГО,"Развод по выплатам по ОСАГО, пользуются собственным экспертом по оценки для заниженная стоимости выплат!
","Обратился после ДТП виновник признал свою вину полностью с указанием повреждены элементов но при оценке авто учли элементы не полностью, в связи с этим выплаты были не соизмеримы с восстановление. Буду делать независимую экспертизу и подавать на жуликов в суд!",1.0,19-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170290/?page=504,развод по выплатам по осаго  пользуются собственным экспертом по оценки для заниженная стоимости выплат    обратился после дтп виновник признал свою вину полностью с указанием повреждены элементов но при оценке авто учли элементы не полностью  в связи с этим выплаты были не соизмеримы с восстановление  буду делать независимую экспертизу и подавать на жуликов в суд ,-1.0
912,rosgosstrah,Новосибирск,ОСАГО,"В 2014 году пришел в официальный офис компании РОСГОССТРАХ, расположенный в г. Здвинск Новосибирской области","У руководителя данного страхового отдела Скасырской Т.А. застраховал свой автомобиль. Год отъездил без аварий, пришел продлить страховку и выяснилось, что мой полис отсутствует в базе. Получается что я год ездил с бумажкой и в случае ДТП рассчитывать на какие то выплаты не стоило. Со слов агента я был не единственным счастливым обладателем такого страхового... ",1.0,19-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170258/?page=504,в      году пришел в официальный офис компании росгосстрах  расположенный в г  здвинск новосибирской области у руководителя данного страхового отдела скасырской т а  застраховал свой автомобиль  год отъездил без аварий  пришел продлить страховку и выяснилось  что мой полис отсутствует в базе  получается что я год ездил с бумажкой и в случае дтп рассчитывать на какие то выплаты не стоило  со слов агента я был не единственным счастливым обладателем такого страхового    ,-1.0
913,rosgosstrah,Новосибирск,ОСАГО,"больше туда ни ногой! во первых делали ОСАГО, скидок за безаварийность нет, хотя стаж безаварийный 10 лет! ","произошло ДТП первый раз 28 июня, позвонили сразу по горячей линии, сказали как документы с ГАИ получите приходите, пришли, заявление не взяли сразу сказали сначала оценка, оценщик правда пришел после выходных сразу, сказал ждать 20 дней потом придет СМС с суммой насчитанной, в офисе заявление не приняли сказали ждать сумму, ждали 20 дней, позвонили... ",1.0,18-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170123/?page=505,больше туда ни ногой  во первых делали осаго  скидок за безаварийность нет  хотя стаж безаварийный    лет   произошло дтп первый раз    июня  позвонили сразу по горячей линии  сказали как документы с гаи получите приходите  пришли  заявление не взяли сразу сказали сначала оценка  оценщик правда пришел после выходных сразу  сказал ждать    дней потом придет смс с суммой насчитанной  в офисе заявление не приняли сказали ждать сумму  ждали    дней  позвонили    ,-1.0
914,rosgosstrah,Киров,ОСАГО,"Пришел в филиал компании...хотел оформит ОСАГО, как и прежде в дополнение впаривают еще страховку жизни...",при этом говорят что вы же сами соглашаетесь мы вам силой не пихаем...это нормально нет! ПРАВИТЕЛЬСТВО! Вы когда порядок наведете? и это не одна такая компания...они все так работают...со страховым агентом общаюсь... - нам не платят процент от заключенных договоров...теперь мы вынуждены как то зарабатывать,1.0,17-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170090/?page=505,пришел в филиал компании   хотел оформит осаго  как и прежде в дополнение впаривают еще страховку жизни    при этом говорят что вы же сами соглашаетесь мы вам силой не пихаем   это нормально нет  правительство  вы когда порядок наведете  и это не одна такая компания   они все так работают   со страховым агентом общаюсь      нам не платят процент от заключенных договоров   теперь мы вынуждены как то зарабатывать,-1.0
915,rosgosstrah,Москва,Каско,"В конце ноября 2014г. случилось ДТП (машину купила в конце августа 14г. в Народ-Авто, где и ремонтировалась). ","Только в конце января 2015 года поставили на ремонт машинку (удар был в правую сторону). В ремонте находилась аж 3 месяца. Сколько не обращалась и не писала, ответ был один ""Имеются скрытые повреждения - детали находятся на согласование у СК"" (и так каждые две недели). В итоге забрала с недоделками (горел на панели значок ""блока подушек безопасности""... ",1.0,17-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170066/?page=505,в конце ноября     г  случилось дтп  машину купила в конце августа   г  в народ авто  где и ремонтировалась    только в конце января      года поставили на ремонт машинку  удар был в правую сторону   в ремонте находилась аж   месяца  сколько не обращалась и не писала  ответ был один  имеются скрытые повреждения   детали находятся на согласование у ск   и так каждые две недели   в итоге забрала с недоделками  горел на панели значок  блока подушек безопасности     ,-1.0
916,rosgosstrah,Санкт-Петербург,Обслуживание,"Отвратительная компания! Так случилось, что при покупке автомобиля выбора страховой на месте не оказалось, пришлось оформлять в росгосстрахе. ","К ОСАГО навязали страхование здоровья - причем агент просто назвал стоимость страховки ОСАГО вместе с навязанной услугой и потребовал оплату. Напечаталась стоимость ОСАГО на полисе криво, и только дома узнали что нас развели. Взяли деньги за услугу, которая нам не нужна и о которой нам ничего не сказали. Теперь до вас не дозвониться, 15 минут слушал... ",1.0,17-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170054/?page=505,отвратительная компания  так случилось  что при покупке автомобиля выбора страховой на месте не оказалось  пришлось оформлять в росгосстрахе   к осаго навязали страхование здоровья   причем агент просто назвал стоимость страховки осаго вместе с навязанной услугой и потребовал оплату  напечаталась стоимость осаго на полисе криво  и только дома узнали что нас развели  взяли деньги за услугу  которая нам не нужна и о которой нам ничего не сказали  теперь до вас не дозвониться     минут слушал    ,-1.0
917,rosgosstrah,Москва,ОСАГО,"Продал машину, обратился с заявлением в офис Перово в Москве о расторжении(принимала заявление Уткина О.М.)","сказала прийти через две недели, через две недели сказали прийти через месяц, потом моё дело потеряли, говорят давайте ещё раз отправим в центр.офис(ту уже подключилась некая Элина, опять все доки отослал даже копию ПТС на проданную машину(сделал на всякий случай)... Прошло 2(два) месяца. в центр. офисе говорят что моего дела нет... НЕ СВЯЗЫВАЙТЕСЬ... ",1.0,17-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/170040/?page=505,продал машину  обратился с заявлением в офис перово в москве о расторжении принимала заявление уткина о м   сказала прийти через две недели  через две недели сказали прийти через месяц  потом мо  дело потеряли  говорят давайте ещ  раз отправим в центр офис ту уже подключилась некая элина  опять все доки отослал даже копию птс на проданную машину сделал на всякий случай     прошло   два  месяца  в центр  офисе говорят что моего дела нет    не связывайтесь    ,-1.0
918,rosgosstrah,Москва,Обслуживание,Оставляю негативный отзыв о невнимательности агента. ,"Почему я должна бегать и что-то исправлять теперь, когда при страховании автомобиля, агент ""Не нашел в списке программы модель"" - его слова, и внес в полис другую модель авто, убеждая,что в это нет ничего страшного...Хочется более внимательно обслуживания...",1.0,15-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/169957/?page=506,оставляю негативный отзыв о невнимательности агента   почему я должна бегать и что то исправлять теперь  когда при страховании автомобиля  агент  не нашел в списке программы модель    его слова  и внес в полис другую модель авто  убеждая что в это нет ничего страшного   хочется более внимательно обслуживания   ,-1.0
919,rosgosstrah,Москва,ОСАГО,Не связывайтесь с Росгосстрахом ! Не заносят КБМ (скидка за безаварийность),"6 лет покупал полисы ОСАГО. Деньги брали. Аварий не было. Но оказалось, что Росгосстрах не заносил эти данные в общую базу страховых компаний (РСА).Теперь мне надо платить за полис ОСАГО в 2 раза больше, чем мог бы.Отвратительно ! Не связывайтесь с Росгосстрахом !",1.0,14-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/169880/?page=506,не связывайтесь с росгосстрахом   не заносят кбм  скидка за безаварийность    лет покупал полисы осаго  деньги брали  аварий не было  но оказалось  что росгосстрах не заносил эти данные в общую базу страховых компаний  рса  теперь мне надо платить за полис осаго в   раза больше  чем мог бы отвратительно   не связывайтесь с росгосстрахом  ,-1.0
920,rosgosstrah,Санкт-Петербург,Туристическая страховка,"Взяла для ребёнка самую дорогую страховку перед выездом в Польшу. В Кракове дочка упала в центре города, об забор сильно порезала ногу. ","Решили показать хирургу. Позвонили в стрховую. Вопрос решили не сразу. Мы перезванивали через полчаса. Сказали, что в семь вечера многие клиники уже не работают. Предложили поехать на приём в больницу на окраине города. Отмечу, что полис был куплен самый дорогой. В Турции по самому простому за клиентом отправляют машину, а тут хорошая страховка, Европа,... ",1.0,14-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/169870/?page=506,взяла для реб нка самую дорогую страховку перед выездом в польшу  в кракове дочка упала в центре города  об забор сильно порезала ногу   решили показать хирургу  позвонили в стрховую  вопрос решили не сразу  мы перезванивали через полчаса  сказали  что в семь вечера многие клиники уже не работают  предложили поехать на при м в больницу на окраине города  отмечу  что полис был куплен самый дорогой  в турции по самому простому за клиентом отправляют машину  а тут хорошая страховка  европа     ,-1.0
921,rosgosstrah,Ростов-на-Дону,Обслуживание,Работа сотрудников филиала на 339-й стрелковой Ростов,Хотелось бы оставить свой возмущенный отзыв по поводу работы сотрудников и компании в целом.,1.0,13-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167731/?page=507,работа сотрудников филиала на     й стрелковой ростов хотелось бы оставить свой возмущенный отзыв по поводу работы сотрудников и компании в целом ,-1.0
922,rosgosstrah,Москва,ОСАГО,"Попал в аварию на мотоцикле, меня подрезали, на след. день обратился в РГС, сказали, что в течение 20 дней дело рассмотрят и письменно уведомят чего как. ","прошло 20 дней, прислали письмо, что да, случай признаём страховым, готовы выплатить, только предоставьте справку из ГАИ нормально заполненную, где указана модель и идентификационный номер мотоцикла. Съездил в ГАИ, мне внесли в справку эти поправки, отвёз в страховую, через 2 дня перечислили 100 000. понял, что на ремонт ну вообще впритык, поехал снова... ",5.0,12-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167663/?page=507,попал в аварию на мотоцикле  меня подрезали  на след  день обратился в ргс  сказали  что в течение    дней дело рассмотрят и письменно уведомят чего как   прошло    дней  прислали письмо  что да  случай призна м страховым  готовы выплатить  только предоставьте справку из гаи нормально заполненную  где указана модель и идентификационный номер мотоцикла  съездил в гаи  мне внесли в справку эти поправки  отв з в страховую  через   дня перечислили          понял  что на ремонт ну вообще впритык  поехал снова    ,1.0
923,rosgosstrah,Санкт-Петербург,ОСАГО,"Приехал в отделение на жукова, продлить осаго еще на пол грда, отстоял очередь пол часа, потом выясняется что продлить осаго могут только в центральном офисе... ","Что? За бред! Эти идиоты работают до 6 часов, а работаю я до 7!До этого возмещал ущерб урезали выплату в 5 раз, не тратьте нервы сразу к независимой компании и в суд!!!",1.0,12-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167659/?page=508,приехал в отделение на жукова  продлить осаго еще на пол грда  отстоял очередь пол часа  потом выясняется что продлить осаго могут только в центральном офисе     что  за бред  эти идиоты работают до   часов  а работаю я до   до этого возмещал ущерб урезали выплату в   раз  не тратьте нервы сразу к независимой компании и в суд   ,-1.0
924,rosgosstrah,Заполярный,Обслуживание,"пришел в отделение подать документы о до судебном урегулирование по осаго, обратился к сотрудникам","(их было трое ) двое из них посмотрели документы и сказали обратиться к третьему специалисту. прождав свою очередь, а там был всего один человек, послушав радостный смех и дружеский диалог между клиентом и специалистом я прождал больше 30 мин. после чего я показал свои документы специалисту к которому меня направили и она ( женщина ) ответила что эти... ",1.0,12-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167650/?page=508,пришел в отделение подать документы о до судебном урегулирование по осаго  обратился к сотрудникам  их было трое   двое из них посмотрели документы и сказали обратиться к третьему специалисту  прождав свою очередь  а там был всего один человек  послушав радостный смех и дружеский диалог между клиентом и специалистом я прождал больше    мин  после чего я показал свои документы специалисту к которому меня направили и она   женщина   ответила что эти    ,-1.0
925,rosgosstrah,Москва,ОСАГО,Самая бредовая компания,"Как можно добровольно страховать свой а/м в РГС?Бегите, глупцы!По моему мнению, только идиот - глухой или слепой может воспользоваться услугами этой недокомпании.",1.0,12-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167566/?page=508,самая бредовая компания как можно добровольно страховать свой а м в ргс бегите  глупцы по моему мнению  только идиот   глухой или слепой может воспользоваться услугами этой недокомпании ,-1.0
926,rosgosstrah,Ростов-на-Дону,Обслуживание,Постоянно с ними какието проблемы! Расторгнул с ними договор т.к. Авто продал.,"Сказали ждать 2 недели, меня это конечно удивило, потому что деньги в других компаниях возвращали сразу и на месте! Ну это ладно, подожу.спустя 3 недели, не ответа, ни привета, ни денег, я с очень огромным трудом дозвонился в Ростовскую бухгалтерию этой очень странной компании, на что мне ответили, что дело моё гдето блуждает. Т.к. Неправильно внесли... ",1.0,10-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167377/?page=509,постоянно с ними какието проблемы  расторгнул с ними договор т к  авто продал  сказали ждать   недели  меня это конечно удивило  потому что деньги в других компаниях возвращали сразу и на месте  ну это ладно  подожу спустя   недели  не ответа  ни привета  ни денег  я с очень огромным трудом дозвонился в ростовскую бухгалтерию этой очень странной компании  на что мне ответили  что дело мо  гдето блуждает  т к  неправильно внесли    ,-1.0
927,rosgosstrah,Санкт-Петербург,ОСАГО,"Мой припаркованный автомобиль был немного поврежден другим участником движения. В результате - на его автомобиле повреждений 0, на моем небольшая вмятина. ","Составили евро-протокол. Вину он свою в нем признал. Обратился за возмещением ущерба. Привез свою машину на осмотр. Повреждения зафиксировали. Сказали ждать. Жду уже больше года и как в последствии выяснилось - они вызвали виновника на осмотр машины (при том, что в протоколе указано отсутсвие каких-либо повреждений), а он не приехал. При таких обстоятельствах... ",1.0,08-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167295/?page=509,мой припаркованный автомобиль был немного поврежден другим участником движения  в результате   на его автомобиле повреждений    на моем небольшая вмятина   составили евро протокол  вину он свою в нем признал  обратился за возмещением ущерба  привез свою машину на осмотр  повреждения зафиксировали  сказали ждать  жду уже больше года и как в последствии выяснилось   они вызвали виновника на осмотр машины  при том  что в протоколе указано отсутсвие каких либо повреждений   а он не приехал  при таких обстоятельствах    ,-1.0
928,rosgosstrah,Санкт-Петербург,Обслуживание,"сегодня 06.08.2015 находящийся по адресу Санкт-Петербург, ул. Стартовая, 8 Росгосстрах хочу пожаловаться на сотрудников которые там работают","документы оформляют долго в час 1 человек, не оперативно ,работают только три - четыре человека, остальные ходят без дела туда сюда и бумажки перекладывают с одного стола на другой. Я приехал в 15:10 и уехал в 19:10 потому что закончился прием по осаго а дальше принимали только тех кто застрахован каска за то время что я находился там прошло только... ",1.0,06-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167098/?page=510,сегодня            находящийся по адресу санкт петербург  ул  стартовая    росгосстрах хочу пожаловаться на сотрудников которые там работают документы оформляют долго в час   человек  не оперативно  работают только три   четыре человека  остальные ходят без дела туда сюда и бумажки перекладывают с одного стола на другой  я приехал в       и уехал в       потому что закончился прием по осаго а дальше принимали только тех кто застрахован каска за то время что я находился там прошло только    ,-1.0
929,rosgosstrah,Москва,ОСАГО,Заключил договор страхования ОСАГО в компании росгосстрах(с 12.08.14 по 12.08.15). ,"Сейчас (6 августа 2015), когда полис почти истек, выяснилось, что один из вписанных в полис не числится в базе данных РСА, стал выяснять. Помимо прочего далее выяснилось, что фамилии ВСЕХ вписанных в полис были ПРОИЗВОЛЬНО ИЗМЕНЕНЫ! В полисе написаны фамилии Лашнев, в базе - все Логиновы!!! Я год ездил, получается, не знал!Когда пришел в офис выяснять... ",1.0,06-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/167075/?page=510,заключил договор страхования осаго в компании росгосстрах с          по             сейчас    августа        когда полис почти истек  выяснилось  что один из вписанных в полис не числится в базе данных рса  стал выяснять  помимо прочего далее выяснилось  что фамилии всех вписанных в полис были произвольно изменены  в полисе написаны фамилии лашнев  в базе   все логиновы    я год ездил  получается  не знал когда пришел в офис выяснять    ,-1.0
930,rosgosstrah,Москва,ОСАГО,Не заносят данные для КБМ и клиенты теряют скидки,Я страхую у них ОСОГО уже 6 лет. Каждый год мой коэффициент скидки должен увеличиваться !Но РОСГОССТРАХ забывает о регистрации этих скидок! Поэтому скидка не учитывается в следующем полисе! Попытка получить ответ по телефонам и в офисах компании приводит к простым отговоркам.Не связывайтесь!,1.0,05-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166940/?page=510,не заносят данные для кбм и клиенты теряют скидки я страхую у них осого уже   лет  каждый год мой коэффициент скидки должен увеличиваться  но росгосстрах забывает о регистрации этих скидок  поэтому скидка не учитывается в следующем полисе  попытка получить ответ по телефонам и в офисах компании приводит к простым отговоркам не связывайтесь ,-1.0
931,rosgosstrah,Кемерово,ОСАГО,"В семье 2 машины,одну страховала на месяц раньше,чем вторую и на обоих водителей проверила скидку в базе РСА.","Через месяц пошла страховать вторую машину и вместо положенных 40% мне еле-еле сделали всего 5%,Оказалось,что росгосстрах подает данные в РСА за один прошедший год,не учитывая безаварийную езду прежних лет,все ранее заработанные коэффициенты обнуляют, корректировку в РСА производит у них вероятно ""внештатный домовой"", ответить на вопросы никто не может,горячая... ",1.0,03-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166735/?page=511,в семье   машины одну страховала на месяц раньше чем вторую и на обоих водителей проверила скидку в базе рса  через месяц пошла страховать вторую машину и вместо положенных     мне еле еле сделали всего    оказалось что росгосстрах подает данные в рса за один прошедший год не учитывая безаварийную езду прежних лет все ранее заработанные коэффициенты обнуляют  корректировку в рса производит у них вероятно  внештатный домовой   ответить на вопросы никто не может горячая    ,-1.0
932,rosgosstrah,Москва,ОСАГО,"Выплата по ОСАГО. Начитвашись ужасных отзывов, морально подготовил себя к борьбе со страховой + сделал свою независимую экспертизу по ДТП.","Ситуация нелепая, Газель перестроилась в мою машину. Вина другого водителя, постановление выдали на месте.Позвонил, зарегестрировал дело, собрал документы, подал в отделение на Кожуховской, осмотр попросил провести позже (сначала сделал свою оценку).Рассчитывал, что свою экспертизу привезу раньше, чем сделает расчет компания-оценщик Росгосстраха, но... ",5.0,03-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166672/?page=512,выплата по осаго  начитвашись ужасных отзывов  морально подготовил себя к борьбе со страховой   сделал свою независимую экспертизу по дтп  ситуация нелепая  газель перестроилась в мою машину  вина другого водителя  постановление выдали на месте позвонил  зарегестрировал дело  собрал документы  подал в отделение на кожуховской  осмотр попросил провести позже  сначала сделал свою оценку  рассчитывал  что свою экспертизу привезу раньше  чем сделает расчет компания оценщик росгосстраха  но    ,1.0
933,rosgosstrah,Москва,ОСАГО,"Попал в ДТП. Въехал меня Камаз! причем не просто въехал, а въехал на светофоре, и главное даже тормозя. ","Благо успел среагировать и в последнюю секунду выправил машину немного в вправо. Автомобиль Volkswagen touareg. В итоге под замену заднее крыло, фара, бампер, юбка бампера и ручка двери, не говоря уже о покраске всего вышеперечисленного. Пострадавших кроме меня еще одна женщина, у меня левая сторона пострадала и женщины вся права сторона под замену.... ",4.0,01-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166593/?page=512,попал в дтп  въехал меня камаз  причем не просто въехал  а въехал на светофоре  и главное даже тормозя   благо успел среагировать и в последнюю секунду выправил машину немного в вправо  автомобиль volkswagen touareg  в итоге под замену заднее крыло  фара  бампер  юбка бампера и ручка двери  не говоря уже о покраске всего вышеперечисленного  пострадавших кроме меня еще одна женщина  у меня левая сторона пострадала и женщины вся права сторона под замену     ,1.0
934,rosgosstrah,Евпатория,Обслуживание,Произошла маленькое ДТП . при выезде со стоянки задом чуть уперся в авто. ,по евро протоколу быстро оформили приехали в стаховую а нам сказали что нужно ехоть аж в симферополь за 70 км для оценки. (я из Евпатории) такго бреда я не слышал даже. раньше сами приезжали оценщики . назначали встречу в удобное для клиенов время и минимум времени тратилось. Теперь я уверен что эту компанию нужно стороной обходить. выплачивают мало... ,1.0,01-Aug-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166569/?page=512,произошла маленькое дтп   при выезде со стоянки задом чуть уперся в авто   по евро протоколу быстро оформили приехали в стаховую а нам сказали что нужно ехоть аж в симферополь за    км для оценки   я из евпатории  такго бреда я не слышал даже  раньше сами приезжали оценщики   назначали встречу в удобное для клиенов время и минимум времени тратилось  теперь я уверен что эту компанию нужно стороной обходить  выплачивают мало    ,-1.0
935,rosgosstrah,Балашов,ОСАГО,"Обратился в Росгосстрах в Саратовской обл., Балашов г., ул. Пугачевская, 289 для заключения ОСАГО. ","Смутила сумма к оплате, Агент разъяснила, что у них обязательным является договор страхования жизни, без этого она выдавать ОСАГО не имеет права (+1700 руб). Никакие доводы о незаконности таких действий агента не тронули, меня попросили покинуть помещение ""по хорошему"". Позвонил на горячую линию Росгосстраха, устно ответили что страхование жизни является... ",1.0,31-Jul-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166520/?page=512,обратился в росгосстрах в саратовской обл   балашов г   ул  пугачевская      для заключения осаго   смутила сумма к оплате  агент разъяснила  что у них обязательным является договор страхования жизни  без этого она выдавать осаго не имеет права        руб   никакие доводы о незаконности таких действий агента не тронули  меня попросили покинуть помещение  по хорошему   позвонил на горячую линию росгосстраха  устно ответили что страхование жизни является    ,-1.0
936,rosgosstrah,Санкт-Петербург,ОСАГО,"24.07.2015 года я оформила онлайн заявку № 1194315 на полис ОСАГО на сайте ""Росгосстраха"" на 3 месяца, уплатив при этом 7209 р. банковской картой. ","На экране компьютера(на сайте) высветилось: ""У Вас теперь есть полис ОСАГО"", можете забрать в выбранном офисе.(""Росгосстрах"" на пр. Славы, д.52, корп.1.) С данного офиса мне также позвонила сотрудница и спросила когда я приеду за готовым полисом, я сказала что сегодня. Подхожу к сотруднику компании даю ей все необходимые документы для выдачи полиса,... ",1.0,30-Jul-2015,https://www.sravni.ru/strakhovaja-kompanija/rosgosstrah/otzyv/166444/?page=513,           года я оформила онлайн заявку           на полис осаго на сайте  росгосстраха  на   месяца  уплатив при этом      р  банковской картой   на экране компьютера на сайте  высветилось   у вас теперь есть полис осаго   можете забрать в выбранном офисе   росгосстрах  на пр  славы  д     корп     с данного офиса мне также позвонила сотрудница и спросила когда я приеду за готовым полисом  я сказала что сегодня  подхожу к сотруднику компании даю ей все необходимые документы для выдачи полиса     ,-1.0
